,antelope_duiker,bird,blank,civet_genet,hog,leopard,monkey_prosimian,rodent
ZJ017002,0.56869674,0.08400887,0.07728755,0.009504053,0.14766757,0.008919661,0.052300304,0.05161526
ZJ017003,0.19844346,0.035469174,0.12129847,0.012450846,0.49035814,0.081154235,0.026630705,0.034194935
ZJ017004,0.22822666,0.22083718,0.19938454,0.0055678464,0.03989939,0.031177122,0.21649145,0.058415845
ZJ017005,0.15573137,0.2978776,0.10658727,0.0016137289,0.008382616,0.004357139,0.379533,0.04591733
ZJ017006,0.37265277,0.1457332,0.059107624,0.0009351038,0.010635115,0.0020830284,0.39315635,0.015696744
ZJ017007,0.14732449,0.0580146,0.29280704,0.033607025,0.13528237,0.17113775,0.036757004,0.12506977
ZJ017008,0.17299582,0.112820625,0.31459868,0.004386707,0.01910019,0.019420847,0.30249146,0.054185662
ZJ017009,0.28147367,0.080518484,0.24965003,0.008577501,0.029777797,0.0145070655,0.2667371,0.06875835
ZJ017010,0.10012383,0.0128561165,0.26998422,0.21224509,0.120288916,0.21581988,0.0118656,0.05681643
ZJ017011,0.29485214,0.0818767,0.10583252,0.0012505702,0.0254871,0.0056340075,0.47373566,0.011331341
ZJ017012,0.2167162,0.22100942,0.1715286,0.004966039,0.048809096,0.02506085,0.28216872,0.0297412
ZJ017013,0.045045976,0.001321399,0.06328323,0.80818075,0.0102472985,0.006307656,0.00090778194,0.06470593
ZJ017014,0.20370007,0.08771717,0.28076515,0.028551474,0.06446465,0.047504354,0.15867947,0.12861769
ZJ017015,0.10627316,0.10972325,0.19669935,0.0024550043,0.011247636,0.020848146,0.5240233,0.02873007
ZJ017016,0.12059146,0.0476141,0.59461963,0.0031868103,0.014920569,0.02549387,0.16041273,0.03316076
ZJ017017,0.36519197,0.044900246,0.21507105,0.06066201,0.16829896,0.06732908,0.048031703,0.03051501
ZJ017018,0.18386595,0.048748855,0.3960489,0.0035278231,0.051696204,0.06353185,0.20911224,0.043468207
ZJ017019,0.1839646,0.13701557,0.22997636,0.01669938,0.05004722,0.04078206,0.26293218,0.07858273
ZJ017020,0.8809411,0.025747154,0.015970817,0.0011944507,0.04407262,0.00055488053,0.02615363,0.005365349
ZJ017021,0.20874944,0.11362551,0.18577562,0.002264564,0.020064676,0.012934997,0.42947018,0.027115056
ZJ017022,0.34388477,0.072119385,0.24116537,0.021050122,0.0422733,0.014816205,0.132844,0.13184676
ZJ017023,0.15175866,0.086162716,0.23558176,0.0028871472,0.014619412,0.015044487,0.4663285,0.027617378
ZJ017024,0.17466731,0.14131516,0.24383846,0.00590544,0.021817705,0.014604369,0.32676604,0.07108547
ZJ017025,0.13419327,0.07851672,0.4290231,0.006282352,0.024902884,0.036805145,0.23653738,0.05373916
ZJ017026,0.21280652,0.23015037,0.21518423,0.0047330847,0.041908138,0.05110647,0.2255794,0.018531846
ZJ017027,0.18742187,0.028906778,0.29378983,0.23282221,0.047879368,0.032078143,0.017549284,0.15955251
ZJ017028,0.13313523,0.21814714,0.17255475,0.0013992854,0.023336314,0.024100566,0.4038832,0.023443548
ZJ017029,0.17996347,0.037828833,0.33608043,0.11034607,0.04301054,0.04573999,0.044353455,0.20267715
ZJ017030,0.26135573,0.09641978,0.26236463,0.03273285,0.06065599,0.05128484,0.15139867,0.0837876
ZJ017031,0.24849544,0.1720607,0.22768906,0.009402093,0.027145877,0.012125952,0.19218156,0.110899374
ZJ017032,0.18651201,0.005100142,0.050844148,0.5674388,0.07933142,0.011040742,0.0029649024,0.0967679
ZJ017033,0.26267698,0.2075655,0.14918159,0.0072576297,0.02287742,0.01761498,0.2887789,0.044047046
ZJ017034,0.28847408,0.047697563,0.19392008,0.05296515,0.24224941,0.07362832,0.041165143,0.059900265
ZJ017035,0.17918243,0.065926604,0.26687545,0.013206241,0.07260814,0.26497275,0.11851768,0.018710848
ZJ017036,0.060960736,0.02509026,0.36544803,0.0068783485,0.034122534,0.388953,0.09993248,0.018614568
ZJ017037,0.20815545,0.06282523,0.4341572,0.0039181034,0.019834459,0.015380231,0.19716246,0.058566857
ZJ017038,0.5333556,0.07033486,0.14880107,0.009660294,0.012438986,0.0019602687,0.097552285,0.12589665
ZJ017039,0.44252568,0.04306432,0.05499341,0.0005278176,0.059631027,0.004149523,0.39152282,0.0035853537
ZJ017040,0.28301054,0.12358363,0.20678331,0.016394576,0.029251887,0.024216434,0.128177,0.18858255
ZJ017041,0.3174484,0.084979475,0.16400258,0.0019428952,0.04025769,0.010159538,0.35976267,0.021446709
ZJ017042,0.06955,0.009394961,0.15985931,0.43789136,0.065740086,0.0585679,0.005279815,0.19371642
ZJ017043,0.06681674,0.0329001,0.61358404,0.006943415,0.07489813,0.08419644,0.053071804,0.06758932
ZJ017044,0.30211723,0.09640687,0.18825252,0.025836205,0.030856384,0.008464919,0.16961202,0.17845386
ZJ017045,0.24475156,0.35126454,0.10018866,0.0050480915,0.023613887,0.0072950325,0.18319005,0.08464817
ZJ017046,0.10672962,0.041451033,0.30380762,0.0046546482,0.26670596,0.19374502,0.05595074,0.026955422
ZJ017047,0.00043378005,0.00039107166,0.0102811735,0.0025473402,0.010785948,0.97486705,0.00022584903,0.0004678616
ZJ017048,0.22827055,0.10969726,0.18208027,0.0021340766,0.019528719,0.01214711,0.42199165,0.024150416
ZJ017049,0.4738253,0.13760236,0.04995685,0.0016559345,0.032218795,0.0035905645,0.2825162,0.018634006
ZJ017050,0.2806754,0.02025302,0.23002659,0.09043512,0.014097174,0.005234245,0.051010363,0.30826804
ZJ017051,0.2808572,0.021291852,0.21996649,0.20984967,0.122052774,0.08435412,0.023517039,0.038110856
ZJ017052,0.2316889,0.122563116,0.23793994,0.014461277,0.074089594,0.049496807,0.19699664,0.07276372
ZJ017053,0.22418611,0.05235149,0.3279181,0.08122068,0.06695904,0.07932533,0.051935222,0.11610398
ZJ017054,0.21608014,0.026611047,0.24392536,0.14487092,0.08122956,0.043411367,0.027471187,0.21640038
ZJ017055,0.06862982,0.06696061,0.29922235,0.013845716,0.07427418,0.37845027,0.042514756,0.056102235
ZJ017056,0.1821427,0.20208701,0.2566181,0.006082422,0.043185204,0.079684,0.2096816,0.020518968
ZJ017057,0.45135772,0.18985116,0.017771961,0.00039240092,0.0089287935,0.00045971444,0.3247595,0.00647868
ZJ017058,0.043192033,0.06274828,0.18569686,0.016935783,0.09063806,0.48297992,0.057092544,0.060716446
ZJ017059,0.08359211,0.016006267,0.25686726,0.05041215,0.23215689,0.2908538,0.0149340015,0.055177525
ZJ017060,0.2134228,0.09261801,0.28993216,0.002787515,0.046198163,0.024972605,0.30444452,0.02562429
ZJ017061,0.394464,0.050043162,0.16039506,0.06044673,0.21712002,0.027761761,0.048368257,0.041401
ZJ017062,8.174085e-05,0.00022746625,0.0029233913,0.0002275526,0.0024907202,0.9937948,0.0001315314,0.00012275447
ZJ017063,0.27127504,0.062860824,0.31684405,0.03311619,0.05451487,0.04175452,0.13475388,0.084880665
ZJ017064,0.38062167,0.037046243,0.2042478,0.11135864,0.13439462,0.050567705,0.046232227,0.03553105
ZJ017065,0.21576028,0.033043098,0.28430924,0.1352305,0.06767156,0.0313015,0.031176997,0.20150688
ZJ017066,0.25323913,0.018972905,0.2899313,0.09628728,0.03965627,0.016153544,0.020054253,0.26570535
ZJ017067,0.13143073,0.01062092,0.20447765,0.23333827,0.20043434,0.10770634,0.006952041,0.105039716
ZJ017068,0.18036285,0.060507074,0.37253332,0.0027669438,0.03985892,0.034460466,0.27028638,0.039224032
ZJ017069,0.15790144,0.009161132,0.16974649,0.3201014,0.066401914,0.030487264,0.004752103,0.24144818
ZJ017070,0.45980182,0.13053288,0.13942109,0.0027272366,0.025073808,0.0042885346,0.14899078,0.08916377
ZJ017071,0.18387252,0.07978792,0.33524168,0.0059494055,0.048176657,0.040011425,0.24473394,0.062226444
ZJ017072,0.14000055,0.11446435,0.29177448,0.005653019,0.032230414,0.10081132,0.2761657,0.03890021
ZJ017073,0.22450723,0.14732102,0.20222816,0.0038938383,0.02999801,0.02760783,0.34107575,0.0233682
ZJ017074,0.11052327,0.26409546,0.22698386,0.008458262,0.043186393,0.14004703,0.16406438,0.042641334
ZJ017075,0.13438927,0.0405543,0.12516125,0.0006368861,0.010957689,0.0052431687,0.6723982,0.010659347
ZJ017076,0.17392957,0.0474005,0.19076224,0.002645837,0.036587805,0.029396653,0.5039943,0.015283022
ZJ017077,0.024096511,0.03288571,0.16009627,0.005077986,0.039609414,0.6704234,0.039654482,0.028156279
ZJ017078,0.019238159,0.017902235,0.13707842,0.010461436,0.04610435,0.7270494,0.020519529,0.021646455
ZJ017079,0.14350668,0.029715998,0.16576153,0.075124405,0.034968726,0.011299254,0.0156200295,0.52400345
ZJ017080,0.017812477,0.040633902,0.18081482,0.0046447394,0.025469419,0.66379076,0.04608127,0.020752598
ZJ017081,0.0011074905,0.0027052567,0.020760443,0.0019948776,0.01384482,0.95600027,0.00233818,0.0012486912
ZJ017082,0.22301552,0.07661734,0.21677074,0.0037918445,0.03576446,0.02245277,0.3930753,0.028512022
ZJ017083,0.38403645,0.10708791,0.122499414,0.005435439,0.024716804,0.0072166254,0.30148685,0.047520544
ZJ017084,0.5013558,0.17053013,0.09708728,0.0096350135,0.08835322,0.010346502,0.081337325,0.041354805
ZJ017085,0.24786939,0.2401679,0.11670872,0.009170259,0.031238355,0.014650296,0.2782265,0.06196855
ZJ017086,0.16457391,0.24426048,0.22382438,0.006677213,0.054651592,0.113332085,0.17327012,0.019410202
ZJ017087,0.23787905,0.20966187,0.16513547,0.013916264,0.08508593,0.037643682,0.2113259,0.03935183
ZJ017088,0.0015578069,0.0028640733,0.0189043,0.0019991812,0.007349929,0.96368223,0.002572017,0.0010704742
ZJ017089,0.30485716,0.058659796,0.3231892,0.024218487,0.052607052,0.037238993,0.119986504,0.07924283
ZJ017090,0.069355845,0.012219592,0.05879285,0.015633551,0.43024865,0.39040563,0.012022748,0.011321043
ZJ017091,0.2893947,0.09708721,0.2007315,0.0140603045,0.033330306,0.020976031,0.26321176,0.08120812
ZJ017092,0.06968765,0.009211316,0.4878959,0.069599755,0.10567972,0.17952697,0.016748287,0.061650343
ZJ017093,0.13035534,0.020583991,0.28787407,0.17929634,0.07504965,0.19055407,0.020860942,0.09542556
ZJ017094,0.1881497,0.04277497,0.32210186,0.16539879,0.057686783,0.07370205,0.035619836,0.11456605
ZJ017095,0.3137251,0.12391324,0.109026164,0.0014237058,0.038645882,0.009291612,0.38891846,0.015055906
ZJ017096,0.23459779,0.02952162,0.22895986,0.21677566,0.11990301,0.09776358,0.027036207,0.04544223
ZJ017097,0.3784662,0.027434306,0.26908916,0.11223525,0.0804165,0.04738499,0.04382193,0.04115161
ZJ017098,0.117411435,0.017130626,0.2240147,0.096000515,0.086934924,0.054094635,0.010501414,0.39391178
ZJ017099,0.16411686,0.15319285,0.2642671,0.002118995,0.011479922,0.015659599,0.36280665,0.026358115
ZJ017100,0.07995851,0.104699284,0.20979968,0.014171482,0.069635294,0.38961267,0.058096223,0.07402682
ZJ017101,0.18141198,0.14260663,0.2869383,0.0046241707,0.035545498,0.053290047,0.2419482,0.05363512
ZJ017102,0.08623459,0.0037575255,0.11752503,0.66223365,0.01999466,0.014772827,0.00303282,0.09244887
ZJ017103,0.15692762,0.22849128,0.12168164,0.0010994856,0.009794479,0.0067127347,0.45555466,0.019738134
ZJ017104,0.1434896,0.011543706,0.28263572,0.13460292,0.16030537,0.18489882,0.012368388,0.07015551
ZJ017105,0.19709992,0.09657519,0.31332093,0.0051925243,0.02794741,0.022291087,0.28879693,0.04877598
ZJ017106,0.094932064,0.025192842,0.4518479,0.0051983325,0.029550448,0.27084917,0.109249376,0.013179875
ZJ017107,0.8463388,0.029700143,0.022090634,0.0023168218,0.055892494,0.0011863394,0.032466285,0.010008536
ZJ017108,0.067806564,0.03485827,0.14861833,0.02488743,0.08772378,0.5720365,0.03231813,0.031750996
ZJ017109,0.048941143,0.02653134,0.63881165,0.0040593604,0.054948345,0.15801547,0.036248248,0.03244447
ZJ017110,0.27393723,0.16648498,0.20052549,0.0057520303,0.03775303,0.01760944,0.19733828,0.10059948
ZJ017111,0.1914381,0.32597333,0.11486934,0.0020804454,0.013248602,0.0072750747,0.3023672,0.04274798
ZJ017112,0.1779346,0.20932108,0.12651265,0.0014198885,0.010908522,0.0064746416,0.45199424,0.015434415
ZJ017113,0.19632879,0.15580247,0.13916132,0.002893661,0.058416087,0.026695061,0.40131888,0.019383743
ZJ017114,0.20316756,0.14663927,0.21504335,0.005620928,0.047280516,0.03197018,0.31799114,0.03228702
ZJ017115,0.1272138,0.19274087,0.2191897,0.0069186953,0.05488389,0.19462945,0.13948385,0.06493975
ZJ017116,0.24914362,0.36047852,0.09393371,0.0038052192,0.02163295,0.006292168,0.1985208,0.066192925
ZJ017117,0.28439507,0.033030298,0.1899918,0.23765546,0.109368406,0.06059015,0.02705743,0.057911303
ZJ017118,0.18593715,0.096045196,0.22010425,0.0042965743,0.04886155,0.03890028,0.38311076,0.022744233
ZJ017119,0.13195765,0.019889371,0.21399097,0.30726328,0.11388433,0.13686103,0.015785243,0.060368102
ZJ017120,0.17926335,0.04381727,0.18263292,0.06321918,0.03132945,0.011027582,0.037493233,0.4512169
ZJ017121,0.3689917,0.037379414,0.14267914,0.045644768,0.2916172,0.039475966,0.04117026,0.03304155
ZJ017122,0.17409909,0.012711999,0.40250653,0.09694217,0.061249845,0.052370664,0.011600418,0.18851936
ZJ017123,0.01708914,0.029190756,0.12038931,0.006410683,0.03335629,0.7359325,0.030240165,0.027391193
ZJ017124,0.3129811,0.088379785,0.26278007,0.015330218,0.11136747,0.052106522,0.05776644,0.09928846
ZJ017125,0.09212132,0.0087697925,0.3278681,0.2988736,0.054235626,0.092811115,0.0087756105,0.116544776
ZJ017126,0.22633179,0.054065198,0.23383558,0.055053636,0.1254025,0.08866294,0.034737486,0.18191089
ZJ017127,0.14470959,0.05944512,0.13262169,0.00068006554,0.016601315,0.011838285,0.62689155,0.0072124223
ZJ017128,0.22416887,0.27321282,0.1345147,0.0045173587,0.053582706,0.026129164,0.25449005,0.029384442
ZJ017129,0.012195483,0.016697988,0.11478687,0.009118086,0.033285204,0.7805392,0.010346629,0.023030497
ZJ017130,0.07395889,0.15675732,0.22115548,0.0073098345,0.0517081,0.3050662,0.11700917,0.067035004
ZJ017131,0.23416024,0.15886953,0.20036773,0.010026731,0.03904492,0.01824171,0.23202257,0.10726652
ZJ017132,0.19340636,0.27611667,0.14957476,0.0027607342,0.017993703,0.0127237765,0.3115552,0.035868786
ZJ017133,0.2342856,0.11088082,0.20945819,0.023663111,0.053740513,0.03855383,0.21557723,0.11384066
ZJ017134,0.057537597,0.021520583,0.3996059,0.012358783,0.13634568,0.2831611,0.038088247,0.05138206
ZJ017135,0.085955314,0.0053332634,0.12929162,0.52109855,0.05931431,0.05344764,0.0043564704,0.14120282
ZJ017136,0.04258458,0.114642024,0.095181204,0.0027587195,0.08782214,0.57905513,0.06545819,0.012498007
ZJ017137,0.0046907985,0.0033555292,0.04242713,0.0036152676,0.07685653,0.86369735,0.0015951185,0.0037622317
ZJ017138,0.37568948,0.0730472,0.21880272,0.018478764,0.043232664,0.013916289,0.13935558,0.117477305
ZJ017139,0.23252037,0.10673185,0.2760655,0.014488209,0.05788648,0.040807854,0.1332408,0.13825892
ZJ017140,0.033568345,0.0717478,0.14848755,0.008012623,0.05372727,0.608096,0.044466272,0.031894114
ZJ017141,0.2746504,0.18872885,0.17392635,0.006172357,0.072734654,0.02776018,0.21829267,0.037734557
ZJ017142,0.068211816,0.0032731215,0.10310508,0.6655724,0.012738738,0.012324597,0.0028527472,0.1319216
ZJ017143,0.23135927,0.0171794,0.3953028,0.04871113,0.100096606,0.05395835,0.022847889,0.13054445
ZJ017144,0.06846706,0.07845462,0.22645132,0.015282361,0.11403648,0.4128377,0.046469208,0.038001265
ZJ017145,0.31208947,0.09013101,0.16093959,0.006372218,0.017239287,0.0083776545,0.34863836,0.056212343
ZJ017146,0.48272657,0.13563892,0.15347841,0.005129234,0.041705467,0.007872986,0.12577769,0.04767065
ZJ017147,0.17478552,0.0750982,0.30086374,0.0030343689,0.019486321,0.020292584,0.37366363,0.032775577
ZJ017148,0.4049822,0.04169553,0.3128695,0.012679584,0.033109855,0.03146211,0.1352677,0.027933512
ZJ017149,0.15087476,0.06199949,0.5107298,0.0037012033,0.020232018,0.016067676,0.17882,0.057575047
ZJ017150,0.22319607,0.024505766,0.29509664,0.1567957,0.11950004,0.11485988,0.027602023,0.03844382
ZJ017151,0.17442404,0.14973065,0.24385871,0.0028872425,0.04037192,0.018120004,0.3135697,0.0570377
ZJ017152,0.3203557,0.084156774,0.29628122,0.0034168796,0.02184084,0.0068014455,0.2123114,0.054835673
ZJ017153,0.1757305,0.021641897,0.35281944,0.104033686,0.058238767,0.0530621,0.017157247,0.2173164
ZJ017154,0.14213984,0.11871357,0.3587147,0.007233549,0.033344124,0.06208205,0.1936163,0.08415587
ZJ017155,0.13710977,0.08076357,0.4069209,0.011620223,0.07072861,0.07679409,0.1337252,0.08233768
ZJ017156,0.43257564,0.07768071,0.1533273,0.009175726,0.034036204,0.009862571,0.24924514,0.034096763
ZJ017157,0.7545576,0.044017237,0.0590192,0.0027763506,0.032917406,0.0012004242,0.094289705,0.011222029
ZJ017158,0.25878882,0.35359928,0.10847103,0.0029380769,0.017880524,0.007871087,0.2015165,0.048934665
ZJ017159,0.19173776,0.4278855,0.077403575,0.003819731,0.015730936,0.0045136213,0.22098286,0.057926044
ZJ017160,0.14949006,0.09941141,0.12381218,0.0013681076,0.01428321,0.008498335,0.5873582,0.01577857
ZJ017161,0.19579105,0.19035554,0.122415185,0.001580737,0.005876047,0.0028389394,0.4303906,0.050751884
ZJ017162,0.07379863,0.0048366766,0.22872473,0.53507274,0.02018585,0.0441219,0.004756213,0.08850326
ZJ017163,0.104866184,0.0044962033,0.1334682,0.6007832,0.01753843,0.016752116,0.0044993963,0.11759619
ZJ017164,0.2954545,0.034422215,0.23378505,0.14336056,0.12804751,0.07305509,0.047289703,0.044585317
ZJ017165,0.18351077,0.16850263,0.15839812,0.012970563,0.12806559,0.13033563,0.18809633,0.030120447
ZJ017166,0.1838444,0.28800586,0.18744004,0.002356939,0.0155806085,0.010516498,0.2948004,0.017455205
ZJ017167,0.32227108,0.036455706,0.26857525,0.10318876,0.11274138,0.06322326,0.053801473,0.03974311
ZJ017168,0.39904594,0.06394176,0.17301798,0.03629705,0.2008409,0.032400742,0.059022922,0.03543268
ZJ017169,0.055387594,0.16417922,0.17851597,0.01289809,0.0885282,0.32201484,0.13239482,0.046081334
ZJ017170,0.53795195,0.1501557,0.051082835,0.0016206542,0.022967609,0.0025323378,0.2041074,0.029581482
ZJ017171,0.13356881,0.24265194,0.28369024,0.010329608,0.052305587,0.061435048,0.16252288,0.053495876
ZJ017172,0.33757246,0.04949083,0.18044958,0.020141225,0.01661209,0.0061402596,0.06608993,0.3235037
ZJ017173,0.14072137,0.008421675,0.115222216,0.5252741,0.06590497,0.023621814,0.0044135093,0.11642034
ZJ017174,0.08763578,0.025150849,0.05445859,0.015200495,0.52890027,0.25348425,0.025472298,0.009697416
ZJ017175,0.1983422,0.025356177,0.28820354,0.25606143,0.0341152,0.032745857,0.025854392,0.13932115
ZJ017176,0.16337678,0.04569698,0.33350468,0.06542249,0.04385406,0.045783926,0.026961016,0.27539998
ZJ017177,0.0010545012,0.0011009007,0.02254981,0.0010851478,0.020080978,0.9521784,0.0008919107,0.001058315
ZJ017178,0.19317698,0.07304726,0.2855454,0.0067975065,0.039734267,0.03648361,0.3086621,0.056552902
ZJ017179,0.19528681,0.1412759,0.24391219,0.003936648,0.016762702,0.01838212,0.33996245,0.040481176
ZJ017180,0.20346355,0.18158816,0.27380463,0.0065891016,0.049331423,0.08858256,0.17460537,0.02203522
ZJ017181,0.28599772,0.16764227,0.2060124,0.0054330723,0.03468823,0.015064025,0.18681344,0.09834886
ZJ017182,0.070864454,0.103340894,0.23974706,0.023139901,0.10603198,0.3209194,0.06396789,0.07198843
ZJ017183,0.23231667,0.13690268,0.17127456,0.00785299,0.05765917,0.02373469,0.31213626,0.058123108
ZJ017184,0.2767829,0.11686101,0.21864685,0.024228236,0.046288997,0.023255762,0.16275276,0.13118353
ZJ017185,0.3188092,0.09179911,0.27828076,0.007416819,0.077904575,0.035628717,0.15422188,0.03593888
ZJ017186,0.07496893,0.0033484004,0.09864948,0.6935619,0.010142328,0.00732351,0.003050344,0.10895507
ZJ017187,0.21430504,0.13889654,0.15804546,0.0031679843,0.020142958,0.007636311,0.41580465,0.04200098
ZJ017188,0.11353541,0.08841602,0.3203547,0.0155580025,0.072270215,0.19245704,0.13508074,0.062327903
ZJ017189,0.18283688,0.0996459,0.28535458,0.0033685605,0.01430796,0.010470017,0.3529358,0.051080346
ZJ017190,0.1574704,0.40445364,0.08415904,0.001555977,0.008680228,0.0033556644,0.26876295,0.0715621
ZJ017191,0.6151218,0.116773024,0.053913765,0.0010982606,0.02564697,0.00174701,0.1676352,0.01806394
ZJ017192,0.12936905,0.059783746,0.44356543,0.008015656,0.02564292,0.08886021,0.18716155,0.057601433
ZJ017193,0.19341221,0.02243492,0.21885265,0.20492555,0.07981407,0.04650336,0.022514192,0.2115431
ZJ017194,0.030019758,0.025999071,0.17138657,0.011572722,0.08622697,0.6160278,0.029254474,0.029512655
ZJ017195,0.36050078,0.041074466,0.22465229,0.11490714,0.112407155,0.0421826,0.04531771,0.058957838
ZJ017196,0.14895211,0.009836202,0.10093865,0.07262504,0.010146622,0.0029871124,0.010099856,0.6444144
ZJ017197,0.20559022,0.29093847,0.12342572,0.0053766468,0.08115769,0.028873798,0.2329027,0.031734724
ZJ017198,0.185594,0.06948217,0.2945691,0.0024816056,0.019493574,0.033780836,0.37972295,0.014875654
ZJ017199,0.031064501,0.0025608242,0.24671598,0.18821402,0.07441898,0.40248328,0.0029028154,0.051639672
ZJ017200,0.17260419,0.018177472,0.2733394,0.10121447,0.0763909,0.026414458,0.01631138,0.31554773
ZJ017201,0.19269194,0.024257213,0.16207598,0.26492822,0.07841327,0.02124423,0.013882807,0.24250637
ZJ017202,0.3305291,0.15257475,0.051807027,0.00082862977,0.008401447,0.0017691855,0.44137424,0.01271564
ZJ017203,0.098267615,0.38821274,0.16262624,0.0057108654,0.046788756,0.06681838,0.20439771,0.027177671
ZJ017204,0.09820814,0.08339018,0.37985292,0.0102846045,0.042258497,0.23047712,0.12001321,0.035515316
ZJ017205,0.18523704,0.12969543,0.27851406,0.0024761735,0.021796675,0.018039478,0.3284822,0.035759
ZJ017206,0.16837825,0.06946693,0.3551709,0.0037831224,0.018012926,0.023433685,0.32354137,0.03821279
ZJ017207,0.29345262,0.1865098,0.15845391,0.009371481,0.02133288,0.005930764,0.20555872,0.11938977
ZJ017208,0.2259575,0.0239301,0.25745928,0.16568282,0.07569289,0.04480689,0.028057111,0.17841338
ZJ017209,0.00022226412,0.0008866941,0.006682824,0.00055697106,0.006344216,0.98439586,0.0005215833,0.00038952992
ZJ017210,0.24852006,0.121627636,0.23063402,0.001775125,0.02054216,0.010143768,0.33061692,0.036140352
ZJ017211,0.14771116,0.007497473,0.15896422,0.31138566,0.08866709,0.024497442,0.0039829146,0.25729397
ZJ017212,0.119529754,0.41367885,0.14508778,0.0017824814,0.016857337,0.028874336,0.24828598,0.025903506
ZJ017213,0.15253106,0.008387428,0.23509987,0.15623531,0.08645515,0.0330849,0.009526188,0.31868014
ZJ017214,0.19900875,0.048278596,0.26007536,0.24806936,0.054724984,0.07076119,0.037913583,0.08116822
ZJ017215,0.36500725,0.17026128,0.12292868,0.012142311,0.04818786,0.015321225,0.19885029,0.06730123
ZJ017216,0.1671901,0.12607838,0.24343583,0.010448026,0.1280203,0.12443738,0.15652838,0.043861527
ZJ017217,0.13191122,0.008326527,0.15155157,0.44753325,0.035689905,0.029224036,0.008899857,0.18686363
ZJ017218,0.19998933,0.16150588,0.21587254,0.01192145,0.05304092,0.028753884,0.22611754,0.1027984
ZJ017219,0.13966437,0.05842252,0.39451173,0.0031903773,0.016633399,0.042641044,0.32188377,0.023052827
ZJ017220,0.2476869,0.12317583,0.22779232,0.00791849,0.015614908,0.007477476,0.22580503,0.14452907
ZJ017221,0.20612599,0.06553756,0.28615496,0.0025768077,0.01755312,0.01708651,0.37015092,0.034814168
ZJ017222,0.18703339,0.022483096,0.27082613,0.30740026,0.03354308,0.03298723,0.020267125,0.12545972
ZJ017223,0.32889697,0.029702276,0.42640546,0.004687739,0.025799757,0.01482683,0.12922612,0.040454928
ZJ017224,0.2638263,0.04447293,0.40546402,0.0050756014,0.024074826,0.022691358,0.19694299,0.037451982
ZJ017225,0.42480138,0.043918487,0.19047128,0.06481709,0.15387058,0.039670747,0.05871836,0.023732085
ZJ017226,0.39583364,0.19511518,0.059919156,0.0020493094,0.018667916,0.002799497,0.30386457,0.021750703
ZJ017227,0.0020482864,0.00309065,0.030898737,0.0014374743,0.017550152,0.94041234,0.0028455192,0.0017168813
ZJ017228,0.21607469,0.27126023,0.12468037,0.0030073659,0.024449578,0.014646293,0.33086106,0.015020394
ZJ017229,0.30210346,0.06531305,0.16667704,0.02570262,0.2870198,0.03782534,0.0490349,0.06632387
ZJ017230,0.0010586312,0.0025067597,0.0133766355,0.0010383341,0.014516449,0.9645858,0.0016737226,0.0012437239
ZJ017231,0.03789711,0.09311166,0.14510585,0.015598225,0.11199991,0.50714236,0.04567751,0.04346735
ZJ017232,0.142532,0.016348325,0.11592181,0.01363499,0.52471656,0.14941424,0.016429598,0.021002457
ZJ017233,0.0009178869,0.0015253129,0.012449782,0.0013021267,0.013775921,0.9682723,0.00065730774,0.0010992622
ZJ017234,0.38410643,0.034421664,0.22547665,0.100661464,0.11698823,0.051455714,0.050440457,0.0364494
ZJ017235,0.32843128,0.1481086,0.06315916,0.001120999,0.010727059,0.0020579381,0.42898133,0.017413612
ZJ017236,0.18769354,0.012705333,0.26558658,0.2622297,0.05358124,0.03451946,0.010370504,0.17331365
ZJ017237,0.08027495,0.047021654,0.5430297,0.010743563,0.066016555,0.10003886,0.08000281,0.072871916
ZJ017238,0.07626135,0.0060303304,0.25314346,0.44638985,0.025832389,0.07607552,0.0058857775,0.110381305
ZJ017239,0.19281481,0.21856745,0.22860895,0.0039999215,0.04274966,0.060706213,0.22675477,0.02579822
ZJ017240,0.57601106,0.092716195,0.033400383,0.00077659916,0.014815587,0.0011179072,0.27305216,0.00811013
ZJ017241,0.29597148,0.096084245,0.15465496,0.001406389,0.024492688,0.008879278,0.3995001,0.019010874
ZJ017242,0.17904823,0.10081473,0.16614033,0.0012790681,0.008935566,0.0037220519,0.5241679,0.015892226
ZJ017243,0.16119191,0.118612446,0.2217998,0.005443615,0.04637822,0.040623732,0.36889693,0.037053328
ZJ017244,0.1837985,0.16409625,0.24130201,0.0053361375,0.018805796,0.0129773915,0.2049121,0.16877183
ZJ017245,0.33882245,0.05344831,0.26147395,0.02064805,0.027321659,0.008792764,0.07193021,0.21756266
ZJ017246,0.14763162,0.087973684,0.29622468,0.0035521393,0.022467198,0.036367793,0.377967,0.027815863
ZJ017247,0.308757,0.23856731,0.12786433,0.0033765233,0.021915728,0.008182347,0.25291672,0.03842005
ZJ017248,0.21092777,0.025519112,0.42651984,0.069139384,0.04402414,0.039976962,0.039578363,0.14431447
ZJ017249,0.06469234,0.0061314018,0.1560498,0.057476223,0.34192067,0.24671444,0.0042367396,0.12277838
ZJ017250,0.3607417,0.06647212,0.1890291,0.053162865,0.028214788,0.007816067,0.076418795,0.21814464
ZJ017251,0.27779004,0.13274556,0.14901367,0.0019778349,0.030169804,0.010402407,0.37345693,0.024443757
